index,title,authors,year,venue,id,references,abstract,ISCITED_COUNT,AUTHOR_COUNT,REF_COUNT,MAIN_AUTHOR,SECONDARY_AUTHORS,TITLE_TOKEN,ABSTRACT_TOKEN
280135,Tailoring Explanations for the User,"['Kathleen McKeown', 'Myron Wish', 'Kevin Matthews']",1985,IJCAI,389731,"['777157', '106985', '107610']",In order for an expert system to provide the most effective explanations it should be able to tailor its responses to the concerns of the user One way in which explanations may be tailored is by point of view A method is presented for representing the knowledge to support different points of view in the current domain In addition we present a method for determining the point of view to take by inferring the users goal within a brief discourse segment The advising systems response to the derived goal depends on the strength of its belief in the inference for which a method of determination is also provided This information enables the system to decide what answer to give to a question which kind of justification is relevant and when to provide it Some details of the current implementation are included,0,3,3,Kathleen McKeown,"['Myron Wish', 'Kevin Matthews']","['tailoring', 'explanations', 'for', 'the', 'user']","['in', 'order', 'for', 'an', 'expert', 'system', 'to', 'provide', 'the', 'most', 'effective', 'explanations', 'it', 'should', 'be', 'able', 'to', 'tailor', 'its', 'responses', 'to', 'the', 'concerns', 'of', 'the', 'user', 'one', 'way', 'in', 'which', 'explanations', 'may', 'be', 'tailored', 'is', 'by', 'point', 'of', 'view', 'a', 'method', 'is', 'presented', 'for', 'representing', 'the', 'knowledge', 'to', 'support', 'different', 'points', 'of', 'view', 'in', 'the', 'current', 'domain', 'in', 'addition', 'we', 'present', 'a', 'method', 'for', 'determining', 'the', 'point', 'of', 'view', 'to', 'take', 'by', 'inferring', 'the', 'users', 'goal', 'within', 'a', 'brief', 'discourse', 'segment', 'the', 'advising', 'systems', 'response', 'to', 'the', 'derived', 'goal', 'depends', 'on', 'the', 'strength', 'of', 'its', 'belief', 'in', 'the', 'inference', 'for', 'which', 'a', 'method', 'of', 'determination', 'is', 'also', 'provided', 'this', 'information', 'enables', 'the', 'system', 'to', 'decide', 'what', 'answer', 'to', 'give', 'to', 'a', 'question', 'which', 'kind', 'of', 'justification', 'is', 'relevant', 'and', 'when', 'to', 'provide', 'it', 'some', 'details', 'of', 'the', 'current', 'implementation', 'are', 'included']"
1066430,Mutual anonymity protocol with integrity protection for mobile peertopeer networks,"['Kuo-Yu Tsai', 'Chien-Lung Hsu', 'Tzong-Chen Wu']",2010,IJSN,1611834,"['525288', '1126406', '297924', '775439', '775935', '301333', '506374', '538521', '951381']",A mobile peertopeer network MOPNET has drawn increasing attentions for its communication convenience and ease of resource sharing in an unfixed infrastructure The essential requirements for applications in a MOPNET are to enforce trust of transmitted data and security of peers However most of mutual anonymity protocols for a MOPNET lack integrity protection and hence any peer might suffer from some potential security threats such as virusinfected or Trojan horse files This paper proposes a mutual anonymity protocol with integrity protection for a MOPNET in which the initiator and responder anonymously share data with each other and ensure its integrity,0,3,9,Kuo-Yu Tsai,"['Chien-Lung Hsu', 'Tzong-Chen Wu']","['mutual', 'anonymity', 'protocol', 'with', 'integrity', 'protection', 'for', 'mobile', 'peertopeer', 'networks']","['a', 'mobile', 'peertopeer', 'network', 'mopnet', 'has', 'drawn', 'increasing', 'attentions', 'for', 'its', 'communication', 'convenience', 'and', 'ease', 'of', 'resource', 'sharing', 'in', 'an', 'unfixed', 'infrastructure', 'the', 'essential', 'requirements', 'for', 'applications', 'in', 'a', 'mopnet', 'are', 'to', 'enforce', 'trust', 'of', 'transmitted', 'data', 'and', 'security', 'of', 'peers', 'however', 'most', 'of', 'mutual', 'anonymity', 'protocols', 'for', 'a', 'mopnet', 'lack', 'integrity', 'protection', 'and', 'hence', 'any', 'peer', 'might', 'suffer', 'from', 'some', 'potential', 'security', 'threats', 'such', 'as', 'virusinfected', 'or', 'trojan', 'horse', 'files', 'this', 'paper', 'proposes', 'a', 'mutual', 'anonymity', 'protocol', 'with', 'integrity', 'protection', 'for', 'a', 'mopnet', 'in', 'which', 'the', 'initiator', 'and', 'responder', 'anonymously', 'share', 'data', 'with', 'each', 'other', 'and', 'ensure', 'its', 'integrity']"
565708,Networking support for query processing in sensor networks,"['Alec Woo', 'Samuel Madden', 'Ramesh Govindan']",2004,Commun ACM,777135,"['505650', '599244', '505756', '584375', '584286', '584473', '584491']",Networking and query processing must be codesigned to allow data selforganization for flexible but efficient innetwork storage access and processing,8,3,7,Alec Woo,"['Samuel Madden', 'Ramesh Govindan']","['networking', 'support', 'for', 'query', 'processing', 'in', 'sensor', 'networks']","['networking', 'and', 'query', 'processing', 'must', 'be', 'codesigned', 'to', 'allow', 'data', 'selforganization', 'for', 'flexible', 'but', 'efficient', 'innetwork', 'storage', 'access', 'and', 'processing']"
449233,Evaluation May Be Easier Than Generation Extended Abstract,['Moni Naor'],1996,STOC,622783,"['211549', '971323', '1058477', '119645', '119661', '119641', '1058632', '119992', '108892', '120059', '1059353', '950847', '622454', '622479', '798483', '861759', '622793', '622794', '51115', '622954', '1009874', '889437', '1095018', '587812', '119982', '775439', '950452', '623202', '622774', '660938']",,0,1,30,Moni Naor,[],"['evaluation', 'may', 'be', 'easier', 'than', 'generation', 'extended', 'abstract']",[]
221728,Experience in Applying Conceptual Modeling to Interface with a RealLife Business Application,['Michel Pilote'],1989,ICDE,300877,"['1118169', '598261', '1118219', '598808', '598947', '1520969', '1118559', '844867', '643615', '1118657', '1118668', '599999']",,0,1,12,Michel Pilote,[],"['experience', 'in', 'applying', 'conceptual', 'modeling', 'to', 'interface', 'with', 'a', 'reallife', 'business', 'application']",[]
280534,Representing Sentence Structure in Hidden Markov Models for Information Extraction,"['Soumya Ray', 'Mark Craven']",2001,IJCAI,390259,"['745697', '12794', '335312']",We study the application of Hidden Markov Models HMMs to learning information extractors for nary relations from free text We propose an approach to representing the grammatical structure of sentences in the states of the model We also investigate using an objective function during HMM training which maximizes the ability of the learned models to identify the phrases of interest We evaluate our methods by deriving extractors for two binary relations in biomedical domains Our experiments indicate that our approach learns more accurate models than several baseline approaches,7,2,3,Soumya Ray,['Mark Craven'],"['representing', 'sentence', 'structure', 'in', 'hidden', 'markov', 'models', 'for', 'information', 'extraction']","['we', 'study', 'the', 'application', 'of', 'hidden', 'markov', 'models', 'hmms', 'to', 'learning', 'information', 'extractors', 'for', 'nary', 'relations', 'from', 'free', 'text', 'we', 'propose', 'an', 'approach', 'to', 'representing', 'the', 'grammatical', 'structure', 'of', 'sentences', 'in', 'the', 'states', 'of', 'the', 'model', 'we', 'also', 'investigate', 'using', 'an', 'objective', 'function', 'during', 'hmm', 'training', 'which', 'maximizes', 'the', 'ability', 'of', 'the', 'learned', 'models', 'to', 'identify', 'the', 'phrases', 'of', 'interest', 'we', 'evaluate', 'our', 'methods', 'by', 'deriving', 'extractors', 'for', 'two', 'binary', 'relations', 'in', 'biomedical', 'domains', 'our', 'experiments', 'indicate', 'that', 'our', 'approach', 'learns', 'more', 'accurate', 'models', 'than', 'several', 'baseline', 'approaches']"
432607,The EXODUS Optimizer Generator,"['Goetz Graefe', 'David J. DeWitt']",1987,SIGMOD Conference,598655,"['1118192', '642099', '521220', '598438', '642471', '598633', '598632', '772568', '832669', '599048', '950880', '1196257', '521192', '521200', '599580', '599627', '1118657', '776156', '1118678', '599849', '643917', '1118735', '644069', '599999', '2795']",This paper presents the design and an initial performance evaluation of the query optimizer generator designed for the EXODUS extensible database system Algebraic transformation rules are translated into an executable query optimizer which transforms query trees and selects methods for executing operations according to cost functions associated with the methods The search strategy avoids exhaustive search and it modifies itself to take advantage of past experience Computational results show that an optimizer generated for a relational system produces access plans almost as good as those produced by exhaustive search with the search time cut to a small fraction,110,2,25,Goetz Graefe,['David J. DeWitt'],"['the', 'exodus', 'optimizer', 'generator']","['this', 'paper', 'presents', 'the', 'design', 'and', 'an', 'initial', 'performance', 'evaluation', 'of', 'the', 'query', 'optimizer', 'generator', 'designed', 'for', 'the', 'exodus', 'extensible', 'database', 'system', 'algebraic', 'transformation', 'rules', 'are', 'translated', 'into', 'an', 'executable', 'query', 'optimizer', 'which', 'transforms', 'query', 'trees', 'and', 'selects', 'methods', 'for', 'executing', 'operations', 'according', 'to', 'cost', 'functions', 'associated', 'with', 'the', 'methods', 'the', 'search', 'strategy', 'avoids', 'exhaustive', 'search', 'and', 'it', 'modifies', 'itself', 'to', 'take', 'advantage', 'of', 'past', 'experience', 'computational', 'results', 'show', 'that', 'an', 'optimizer', 'generated', 'for', 'a', 'relational', 'system', 'produces', 'access', 'plans', 'almost', 'as', 'good', 'as', 'those', 'produced', 'by', 'exhaustive', 'search', 'with', 'the', 'search', 'time', 'cut', 'to', 'a', 'small', 'fraction']"
464240,ModelDriven Data Acquisition in Sensor Networks,"['Amol Deshpande', 'Carlos Guestrin', 'Samuel Madden', 'Joseph M. Hellerstein', 'Wei Hong']",2004,VLDB,642502,"['598851', '599244', '598361', '775186', '599445', '642581', '806683', '505650', '599443', '598747', '598741', '598513', '299757']",Declarative queries are proving to be an attractive paradigm for ineracting with networks of wireless sensors The metaphor that the sensornet is a database is problematic however because sensors do not exhaustively represent the data in the real world In order to map the raw sensor readings onto physical reality a model of that reality is required to complement the readings In this paper we enrich interactive sensor querying with statistical modeling techniques We demonstrate that such models can help provide answers that are both more meaningful and by introducing approximations with probabilistic confidences significantly more efficient to compute in both time and energy Utilizing the combination of a model and live data acquisition raises the challenging optimization problem of selecting the best sensor readings to acquire balancing the increase in the confidence of our answer against the communication and data acquisition costs in the network We describe an exponential time algorithm for finding the optimal solution to this optimization problem and a polynomialtime heuristic for identifying solutions that perform well in practice We evaluate our approach on several realworld sensornetwork data sets taking into account the real measured data and communication quality demonstrating that our modelbased approach provides a highfidelity representation of the real phenomena and leads to significant performance gains versus traditional data acquisition techniques,109,5,13,Amol Deshpande,"['Carlos Guestrin', 'Samuel Madden', 'Joseph M. Hellerstein', 'Wei Hong']","['modeldriven', 'data', 'acquisition', 'in', 'sensor', 'networks']","['declarative', 'queries', 'are', 'proving', 'to', 'be', 'an', 'attractive', 'paradigm', 'for', 'ineracting', 'with', 'networks', 'of', 'wireless', 'sensors', 'the', 'metaphor', 'that', 'the', 'sensornet', 'is', 'a', 'database', 'is', 'problematic', 'however', 'because', 'sensors', 'do', 'not', 'exhaustively', 'represent', 'the', 'data', 'in', 'the', 'real', 'world', 'in', 'order', 'to', 'map', 'the', 'raw', 'sensor', 'readings', 'onto', 'physical', 'reality', 'a', 'model', 'of', 'that', 'reality', 'is', 'required', 'to', 'complement', 'the', 'readings', 'in', 'this', 'paper', 'we', 'enrich', 'interactive', 'sensor', 'querying', 'with', 'statistical', 'modeling', 'techniques', 'we', 'demonstrate', 'that', 'such', 'models', 'can', 'help', 'provide', 'answers', 'that', 'are', 'both', 'more', 'meaningful', 'and', 'by', 'introducing', 'approximations', 'with', 'probabilistic', 'confidences', 'significantly', 'more', 'efficient', 'to', 'compute', 'in', 'both', 'time', 'and', 'energy', 'utilizing', 'the', 'combination', 'of', 'a', 'model', 'and', 'live', 'data', 'acquisition', 'raises', 'the', 'challenging', 'optimization', 'problem', 'of', 'selecting', 'the', 'best', 'sensor', 'readings', 'to', 'acquire', 'balancing', 'the', 'increase', 'in', 'the', 'confidence', 'of', 'our', 'answer', 'against', 'the', 'communication', 'and', 'data', 'acquisition', 'costs', 'in', 'the', 'network', 'we', 'describe', 'an', 'exponential', 'time', 'algorithm', 'for', 'finding', 'the', 'optimal', 'solution', 'to', 'this', 'optimization', 'problem', 'and', 'a', 'polynomialtime', 'heuristic', 'for', 'identifying', 'solutions', 'that', 'perform', 'well', 'in', 'practice', 'we', 'evaluate', 'our', 'approach', 'on', 'several', 'realworld', 'sensornetwork', 'data', 'sets', 'taking', 'into', 'account', 'the', 'real', 'measured', 'data', 'and', 'communication', 'quality', 'demonstrating', 'that', 'our', 'modelbased', 'approach', 'provides', 'a', 'highfidelity', 'representation', 'of', 'the', 'real', 'phenomena', 'and', 'leads', 'to', 'significant', 'performance', 'gains', 'versus', 'traditional', 'data', 'acquisition', 'techniques']"
432889,Access Support in Object Bases,"['Alfons Kemper', 'Guido Moerkotte']",1990,SIGMOD Conference,599021,"['1112422', '598261', '598436', '642947', '521198', '938936', '599711', '1118677', '1118706', '643931', '777098', '42']",In this work access support relations are introduced as a means for optimizing query processing in objectoriented database systems The general idea is to maintain redundant separate structures disassociated from the object representation to store object references that are frequently traversed in database queries The proposed access support relation technique is no longer restricted to relate an object tuple to an atomic value attribute value as in conventional indexing Rather access support relations relate objects with each other and can span over reference chains which may contain collectionvalued components in order to support queries involving path expressions We present several alternative extensions of access support relations for a given path expression the best of which has to be determined according to the applicationspecific database usage profile An analytical cost model for access support relations and their application is developed This analytical cost model is in particular used to determine the best access support relation extension and decomposition with respect to the specific database configuration and application profile,57,2,12,Alfons Kemper,['Guido Moerkotte'],"['access', 'support', 'in', 'object', 'bases']","['in', 'this', 'work', 'access', 'support', 'relations', 'are', 'introduced', 'as', 'a', 'means', 'for', 'optimizing', 'query', 'processing', 'in', 'objectoriented', 'database', 'systems', 'the', 'general', 'idea', 'is', 'to', 'maintain', 'redundant', 'separate', 'structures', 'disassociated', 'from', 'the', 'object', 'representation', 'to', 'store', 'object', 'references', 'that', 'are', 'frequently', 'traversed', 'in', 'database', 'queries', 'the', 'proposed', 'access', 'support', 'relation', 'technique', 'is', 'no', 'longer', 'restricted', 'to', 'relate', 'an', 'object', 'tuple', 'to', 'an', 'atomic', 'value', 'attribute', 'value', 'as', 'in', 'conventional', 'indexing', 'rather', 'access', 'support', 'relations', 'relate', 'objects', 'with', 'each', 'other', 'and', 'can', 'span', 'over', 'reference', 'chains', 'which', 'may', 'contain', 'collectionvalued', 'components', 'in', 'order', 'to', 'support', 'queries', 'involving', 'path', 'expressions', 'we', 'present', 'several', 'alternative', 'extensions', 'of', 'access', 'support', 'relations', 'for', 'a', 'given', 'path', 'expression', 'the', 'best', 'of', 'which', 'has', 'to', 'be', 'determined', 'according', 'to', 'the', 'applicationspecific', 'database', 'usage', 'profile', 'an', 'analytical', 'cost', 'model', 'for', 'access', 'support', 'relations', 'and', 'their', 'application', 'is', 'developed', 'this', 'analytical', 'cost', 'model', 'is', 'in', 'particular', 'used', 'to', 'determine', 'the', 'best', 'access', 'support', 'relation', 'extension', 'and', 'decomposition', 'with', 'respect', 'to', 'the', 'specific', 'database', 'configuration', 'and', 'application', 'profile']"
63667,PeerAccess a logic for distributed authorization,"['Marianne Winslett', 'Charles C. Zhang', 'Piero A. Bonatti']",2005,ACM Conference on Computer and Communications Security,84084,"['613501', '545677', '616551', '545179', '83721', '123868', '1103597', '1117435', '970532', '545664', '613453', '83776', '440318', '929216', '84068', '875432', '613019']",This paper introduces the PeerAccess framework for reasoning about authorization in open distributed systems and shows how a parameterization of the framework can be used to reason about access to computational resources in a grid environment The PeerAccess framework supports a declarative description of the behavior of peers that selectively push andor pull information from certain other peers PeerAccess local knowledge bases encode the basic knowledge of each peer eg Alices group memberships its policies governing the release of each possible piece of information to other peers and information that guides and limits its search process when trying to obtain particular pieces of information from other peers PeerAccess proofs of authorization are verifiable and nonrepudiable and their construction relies only on the local information possessed by peers and their parameterized behavior with respect to query answering information pushpull and information release policies ie no omniscient viewpoint is required We present the PeerAccess language and peer knowledge base structure the associated formal semantics and proof theory and examples of the use of PeerAccess in constructing proofs of authorization to access computational resources,12,3,17,Marianne Winslett,"['Charles C. Zhang', 'Piero A. Bonatti']","['peeraccess', 'a', 'logic', 'for', 'distributed', 'authorization']","['this', 'paper', 'introduces', 'the', 'peeraccess', 'framework', 'for', 'reasoning', 'about', 'authorization', 'in', 'open', 'distributed', 'systems', 'and', 'shows', 'how', 'a', 'parameterization', 'of', 'the', 'framework', 'can', 'be', 'used', 'to', 'reason', 'about', 'access', 'to', 'computational', 'resources', 'in', 'a', 'grid', 'environment', 'the', 'peeraccess', 'framework', 'supports', 'a', 'declarative', 'description', 'of', 'the', 'behavior', 'of', 'peers', 'that', 'selectively', 'push', 'andor', 'pull', 'information', 'from', 'certain', 'other', 'peers', 'peeraccess', 'local', 'knowledge', 'bases', 'encode', 'the', 'basic', 'knowledge', 'of', 'each', 'peer', 'eg', 'alices', 'group', 'memberships', 'its', 'policies', 'governing', 'the', 'release', 'of', 'each', 'possible', 'piece', 'of', 'information', 'to', 'other', 'peers', 'and', 'information', 'that', 'guides', 'and', 'limits', 'its', 'search', 'process', 'when', 'trying', 'to', 'obtain', 'particular', 'pieces', 'of', 'information', 'from', 'other', 'peers', 'peeraccess', 'proofs', 'of', 'authorization', 'are', 'verifiable', 'and', 'nonrepudiable', 'and', 'their', 'construction', 'relies', 'only', 'on', 'the', 'local', 'information', 'possessed', 'by', 'peers', 'and', 'their', 'parameterized', 'behavior', 'with', 'respect', 'to', 'query', 'answering', 'information', 'pushpull', 'and', 'information', 'release', 'policies', 'ie', 'no', 'omniscient', 'viewpoint', 'is', 'required', 'we', 'present', 'the', 'peeraccess', 'language', 'and', 'peer', 'knowledge', 'base', 'structure', 'the', 'associated', 'formal', 'semantics', 'and', 'proof', 'theory', 'and', 'examples', 'of', 'the', 'use', 'of', 'peeraccess', 'in', 'constructing', 'proofs', 'of', 'authorization', 'to', 'access', 'computational', 'resources']"
659406,Security Considerations for Personal Computers,['William H. Murray'],1984,IBM Systems Journal,892420,"['2620', '774312', '771203', '832711', '832437']",The wide use of personal computers and general access to telecommunications links have intensified the need for computer security Security practices as discussed in this paper relate to protecting an organizations personal computers as physical propedy protecting the organizations data and applications and protecting the organization itself These matters are discussed from the point of view of protection from the improper use of personal computers,1,1,5,William H. Murray,[],"['security', 'considerations', 'for', 'personal', 'computers']","['the', 'wide', 'use', 'of', 'personal', 'computers', 'and', 'general', 'access', 'to', 'telecommunications', 'links', 'have', 'intensified', 'the', 'need', 'for', 'computer', 'security', 'security', 'practices', 'as', 'discussed', 'in', 'this', 'paper', 'relate', 'to', 'protecting', 'an', 'organizations', 'personal', 'computers', 'as', 'physical', 'propedy', 'protecting', 'the', 'organizations', 'data', 'and', 'applications', 'and', 'protecting', 'the', 'organization', 'itself', 'these', 'matters', 'are', 'discussed', 'from', 'the', 'point', 'of', 'view', 'of', 'protection', 'from', 'the', 'improper', 'use', 'of', 'personal', 'computers']"
355809,Predictive Techniques for Aggressive Load Speculation,"['Glenn Reinman', 'Brad Calder']",1998,MICRO,499422,"['418574', '499430', '53737', '499191', '499339', '499045', '196913', '418675', '419408', '499511', '499282', '419217', '499443', '360051', '360209', '360214', '418848', '499543']",,23,2,18,Glenn Reinman,['Brad Calder'],"['predictive', 'techniques', 'for', 'aggressive', 'load', 'speculation']",[]
21462,An information base for procedure independent design of information systems,['Levent Ormancioglu'],1980,AFIPS National Computer Conference,28941,"['28820', '777257', '770707', '770254']",An information system contains a vast number of logical statements in addition to data These logical statements are used to control the retrieval and use of data for applications Systems Design is the process of translating the information requirements of an organization to a set of logical statements which operate on the observed data to generate new data The derived data generated in this fashion could actually be used for decision support or stored back in the data base for future use however the storage is rare since it can always be regenerated using the logical statements The logical statements are often expressed using a procedural programming language mostly aided by Data Base Management Systems which accomplish to decouple the physical data structure and the application system designers logical view of it This feature called data independence has a number of advantages such as a simpler interface with the applications programmer b machine optimized physical design c modifications in the physical structure without changing the application programs d high portability to different computer systems,0,1,4,Levent Ormancioglu,[],"['an', 'information', 'base', 'for', 'procedure', 'independent', 'design', 'of', 'information', 'systems']","['an', 'information', 'system', 'contains', 'a', 'vast', 'number', 'of', 'logical', 'statements', 'in', 'addition', 'to', 'data', 'these', 'logical', 'statements', 'are', 'used', 'to', 'control', 'the', 'retrieval', 'and', 'use', 'of', 'data', 'for', 'applications', 'systems', 'design', 'is', 'the', 'process', 'of', 'translating', 'the', 'information', 'requirements', 'of', 'an', 'organization', 'to', 'a', 'set', 'of', 'logical', 'statements', 'which', 'operate', 'on', 'the', 'observed', 'data', 'to', 'generate', 'new', 'data', 'the', 'derived', 'data', 'generated', 'in', 'this', 'fashion', 'could', 'actually', 'be', 'used', 'for', 'decision', 'support', 'or', 'stored', 'back', 'in', 'the', 'data', 'base', 'for', 'future', 'use', 'however', 'the', 'storage', 'is', 'rare', 'since', 'it', 'can', 'always', 'be', 'regenerated', 'using', 'the', 'logical', 'statements', 'the', 'logical', 'statements', 'are', 'often', 'expressed', 'using', 'a', 'procedural', 'programming', 'language', 'mostly', 'aided', 'by', 'data', 'base', 'management', 'systems', 'which', 'accomplish', 'to', 'decouple', 'the', 'physical', 'data', 'structure', 'and', 'the', 'application', 'system', 'designers', 'logical', 'view', 'of', 'it', 'this', 'feature', 'called', 'data', 'independence', 'has', 'a', 'number', 'of', 'advantages', 'such', 'as', 'a', 'simpler', 'interface', 'with', 'the', 'applications', 'programmer', 'b', 'machine', 'optimized', 'physical', 'design', 'c', 'modifications', 'in', 'the', 'physical', 'structure', 'without', 'changing', 'the', 'application', 'programs', 'd', 'high', 'portability', 'to', 'different', 'computer', 'systems']"
455720,Polymorphic Intersection Type Assignment for Rewrite Systems with Abstractions and Rule,"['Steffen van Bakel', 'Franco Barbanera', 'Maribel Fernández']",1999,TYPES,631803,"['888491', '887709', '484214', '542711', '1089071', '1094862', '697', '1092266', '1091488']",,1,3,9,Steffen van Bakel,"['Franco Barbanera', 'Maribel Fernández']","['polymorphic', 'intersection', 'type', 'assignment', 'for', 'rewrite', 'systems', 'with', 'abstractions', 'and', 'rule']",[]
72844,Modelbased Feedback in the Language Modeling Approach to Information Retrieval,"['ChengXiang Zhai', 'John D. Lafferty']",2001,CIKM,96007,"['595759', '594518', '595979', '595200', '596024', '937019', '629729', '595386', '595266', '595551']",The language modeling approach to retrieval has been shown to perform well empirically One advantage of this new approach is its statistical foundations However feedback as one important component in a retrieval system has only been dealt with heuristically in this new retrieval approach the original query is usually literally expanded by adding additional terms to it Such expansionbased feedback creates an inconsistent interpretation of the original and the expanded query In this paper we present a more principled approach to feedback in the language modeling approach Specifically we treat feedback as updating the query language model based on the extra evidence carried by the feedback documents Such a modelbased feedback strategy easily fits into an extension of the language modeling approach We propose and evaluate two different approaches to updating a query language model based on feedback documents one based on a generative probabilistic model of feedback documents and one based on minimization of the KLdivergence over feedback documents Experiment results show that both approaches are effective and outperform the Rocchio feedback approach,97,2,10,ChengXiang Zhai,['John D. Lafferty'],"['modelbased', 'feedback', 'in', 'the', 'language', 'modeling', 'approach', 'to', 'information', 'retrieval']","['the', 'language', 'modeling', 'approach', 'to', 'retrieval', 'has', 'been', 'shown', 'to', 'perform', 'well', 'empirically', 'one', 'advantage', 'of', 'this', 'new', 'approach', 'is', 'its', 'statistical', 'foundations', 'however', 'feedback', 'as', 'one', 'important', 'component', 'in', 'a', 'retrieval', 'system', 'has', 'only', 'been', 'dealt', 'with', 'heuristically', 'in', 'this', 'new', 'retrieval', 'approach', 'the', 'original', 'query', 'is', 'usually', 'literally', 'expanded', 'by', 'adding', 'additional', 'terms', 'to', 'it', 'such', 'expansionbased', 'feedback', 'creates', 'an', 'inconsistent', 'interpretation', 'of', 'the', 'original', 'and', 'the', 'expanded', 'query', 'in', 'this', 'paper', 'we', 'present', 'a', 'more', 'principled', 'approach', 'to', 'feedback', 'in', 'the', 'language', 'modeling', 'approach', 'specifically', 'we', 'treat', 'feedback', 'as', 'updating', 'the', 'query', 'language', 'model', 'based', 'on', 'the', 'extra', 'evidence', 'carried', 'by', 'the', 'feedback', 'documents', 'such', 'a', 'modelbased', 'feedback', 'strategy', 'easily', 'fits', 'into', 'an', 'extension', 'of', 'the', 'language', 'modeling', 'approach', 'we', 'propose', 'and', 'evaluate', 'two', 'different', 'approaches', 'to', 'updating', 'a', 'query', 'language', 'model', 'based', 'on', 'feedback', 'documents', 'one', 'based', 'on', 'a', 'generative', 'probabilistic', 'model', 'of', 'feedback', 'documents', 'and', 'one', 'based', 'on', 'minimization', 'of', 'the', 'kldivergence', 'over', 'feedback', 'documents', 'experiment', 'results', 'show', 'that', 'both', 'approaches', 'are', 'effective', 'and', 'outperform', 'the', 'rocchio', 'feedback', 'approach']"
533136,SimCon  a simulation and visualization environment for overlay networks and largescale applications,"['Markus Esch', 'Jean Botev', 'Hermann Schloss', 'Alexander Höhfeld', 'Ingo Scholtes', 'Benjamin Zech']",2008,SimuTools,736655,"['588491', '115680', '413402', '520096', '636771', '588751', '613179', '784210', '588870', '499990', '588933', '512750']",A substantial number of massive largescale applications require scalable underlying network topologies Nowadays structured PeertoPeer overlay networks meet these requirements very well But there is still a need to decide which of these overlay networks is most suitable for providing the best possible performance for a certain application This paper describes SimCon  a simulation environment for overlay networks and largescale applications SimCon allows the comparison of different overlay networks with respect to predefined metrics derived from requirements of the considered application This approach allows determining which overlay network meets the needs of a given application best which in turn is a great support for developers of largescale applications,0,6,12,Markus Esch,"['Jean Botev', 'Hermann Schloss', 'Alexander Höhfeld', 'Ingo Scholtes', 'Benjamin Zech']","['simcon', 'a', 'simulation', 'and', 'visualization', 'environment', 'for', 'overlay', 'networks', 'and', 'largescale', 'applications']","['a', 'substantial', 'number', 'of', 'massive', 'largescale', 'applications', 'require', 'scalable', 'underlying', 'network', 'topologies', 'nowadays', 'structured', 'peertopeer', 'overlay', 'networks', 'meet', 'these', 'requirements', 'very', 'well', 'but', 'there', 'is', 'still', 'a', 'need', 'to', 'decide', 'which', 'of', 'these', 'overlay', 'networks', 'is', 'most', 'suitable', 'for', 'providing', 'the', 'best', 'possible', 'performance', 'for', 'a', 'certain', 'application', 'this', 'paper', 'describes', 'simcon', 'a', 'simulation', 'environment', 'for', 'overlay', 'networks', 'and', 'largescale', 'applications', 'simcon', 'allows', 'the', 'comparison', 'of', 'different', 'overlay', 'networks', 'with', 'respect', 'to', 'predefined', 'metrics', 'derived', 'from', 'requirements', 'of', 'the', 'considered', 'application', 'this', 'approach', 'allows', 'determining', 'which', 'overlay', 'network', 'meets', 'the', 'needs', 'of', 'a', 'given', 'application', 'best', 'which', 'in', 'turn', 'is', 'a', 'great', 'support', 'for', 'developers', 'of', 'largescale', 'applications']"
390967,Chasing Constrained TupleGenerating Dependencies,"['Michael J. Maher', 'Divesh Srivastava']",1996,PODS,545338,"['69', '303949', '984285', '949791', '544991', '544992', '546338', '984521', '972270', '1118456', '484940', '643122', '328343', '117605', '160185', '545186', '2248', '697', '2261', '544849']",,8,2,20,Michael J. Maher,['Divesh Srivastava'],"['chasing', 'constrained', 'tuplegenerating', 'dependencies']",[]
